Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
('anticonceptivos', 'usamos', '?')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
(None, 'actividad', 'médico-quirúrgica')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('de', 'maíces', 'híbridos')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('la', 'pareja', 'estéril')|3|3|1617|16|5|0.001851851851851852|0.15789473684210525|0.16666666666666666|
('de', 'la', 'concentración')|3|3|1617|128|31|0.001851851851851852|0.022900763358778626|0.03125|
('tumores', 'del', 'pecho')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(':', 'indicaciones', 'y')|1|1|1619|79|27|0.0006172839506172839|0.0125|0.03571428571428571|
('de', 'inseminación', 'artificial')|4|3|1617|3|4|0.001851851851851852|0.5|0.2|
('españa', ':', 'resultados')|1|1|1619|49|21|0.0006172839506172839|0.02|0.045454545454545456|
('la', 'medicina', 'reproductiva')|3|3|1617|4|3|0.001851851851851852|0.42857142857142855|0.25|
('de', 'consenso', 'para')|1|1|1619|78|29|0.0006172839506172839|0.012658227848101266|0.03333333333333333|
(None, 'anatomistas', 'y')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('sociedad', 'chilena', '.')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('selección', 'natural')|1|1|1619|13|9|0.0006172839506172839|0.07142857142857142|0.1|
('jóvenes', '.')|1|1|1619|352|39|0.0006172839506172839|0.0028328611898017|0.025|
('conservación', 'de', 'los')|1|1|1619|7|5|0.0006172839506172839|0.125|0.16666666666666666|
('xxv', 'edicion', 'premios')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
bajo|4|4|1616|2030|44|0.0024691358024691358|0.0019665683382497543|0.022222222222222223|
('y', 'sus', 'implicaciones')|1|1|1619|141|32|0.0006172839506172839|0.007042253521126761|0.030303030303030304|
('mujeres', 'adolescentes')|2|1|1619|20|9|0.0006172839506172839|0.047619047619047616|0.1|
esta|2|2|1618|172|33|0.0012345679012345679|0.011494252873563218|0.029411764705882353|
delito|2|2|1618|17|11|0.0012345679012345679|0.10526315789473684|0.08333333333333333|
('medicos', 'toledanos')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', '414', 'pacientes')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
(None, 'aborto', 'inducido')|1|1|1619|16|8|0.0006172839506172839|0.058823529411764705|0.1111111111111111|
('económica', 'en', 'la')|1|1|1619|7|4|0.0006172839506172839|0.125|0.2|
(None, 'los', 'métodos')|1|1|1619|34|19|0.0006172839506172839|0.02857142857142857|0.05|
('un', 'reto')|2|2|1618|328|41|0.0012345679012345679|0.006060606060606061|0.023809523809523808|
('relación', 'con')|10|10|1610|3362|47|0.006172839506172839|0.0029655990510083037|0.020833333333333332|
('josé', 'rives', 'y')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('científica', 'del', 'origen')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('transferencia', 'de', 'gametos')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('y', 'materno')|1|1|1619|7|8|0.0006172839506172839|0.125|0.1111111111111111|
('de', 'salud', 'reproductiva')|6|6|1614|17|8|0.003703703703703704|0.2608695652173913|0.1111111111111111|
('urinario', 'y')|1|1|1619|36|16|0.0006172839506172839|0.02702702702702703|0.058823529411764705|
('dr.', 'oscar')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
(None, None, 'esterilidad')|2|2|1618|46|13|0.0012345679012345679|0.041666666666666664|0.07142857142857142|
('la', 'hemostasia', '.')|1|1|1619|17|11|0.0006172839506172839|0.05555555555555555|0.08333333333333333|
('siete', 'casos', 'importados')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
(',', 'ocupacional')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('crocodylus', 'moreletii', '(')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('síndrome', 'de')|16|16|1604|7891|49|0.009876543209876543|0.002023523460225117|0.02|
('en', 'el', 'campo')|1|1|1619|124|33|0.0006172839506172839|0.008|0.029411764705882353|
(None, 'la', 'interrupción')|1|1|1619|7|7|0.0006172839506172839|0.125|0.125|
('fibrilar', 'renacentista', ',')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'exito', 'en')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('de', 'castellanos')|4|4|1616|8|4|0.0024691358024691358|0.3333333333333333|0.2|
('metodología', 'de', 'enseñanza')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('anovulador', 'antiandrogenico')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('estimulado', '.', None)|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('familiar', 'y', 'el')|1|1|1619|5|5|0.0006172839506172839|0.16666666666666666|0.16666666666666666|
('su', 'tratamiento')|1|1|1619|790|44|0.0006172839506172839|0.0012642225031605564|0.022222222222222223|
('la', 'mujer', 'inmigrante')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('la', 'mujer', 'por')|1|1|1619|10|6|0.0006172839506172839|0.09090909090909091|0.14285714285714285|
('de', 'síndrome')|1|1|1619|549|40|0.0006172839506172839|0.0018181818181818182|0.024390243902439025|
('al', 'paciente', '.')|1|1|1619|90|22|0.0006172839506172839|0.01098901098901099|0.043478260869565216|
('de', 'bufo', 'arenarum')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
(None, 'biografía', 'y')|3|3|1617|3|2|0.001851851851851852|0.5|0.3333333333333333|
('y', 'menos', ':')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('endoscópica', 'de')|1|1|1619|269|26|0.0006172839506172839|0.003703703703703704|0.037037037037037035|
('de', 'la', 'función')|2|2|1618|1036|42|0.0012345679012345679|0.0019267822736030828|0.023255813953488372|
('urologico', '.')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
('se', 'correlaciona')|1|1|1619|18|13|0.0006172839506172839|0.05263157894736842|0.07142857142857142|
('primeras', 'observaciones', '.')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('esterilizadas', '.', None)|2|2|1618|5|4|0.0012345679012345679|0.2857142857142857|0.2|
('los', 'déficits', 'visuales')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('relaciones', 'entre')|1|1|1619|193|34|0.0006172839506172839|0.005154639175257732|0.02857142857142857|
progesterona|13|12|1608|188|28|0.007407407407407408|0.06|0.034482758620689655|
('conceptos', 'actuales', '.')|2|2|1618|97|30|0.0012345679012345679|0.020202020202020204|0.03225806451612903|
('predictivo', 'de', 'reserva')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'alfredo')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('un', 'municipio', 'colombiano')|1|1|1619|2|2|0.0006172839506172839|0.3333333333333333|0.3333333333333333|
('pediátrica', ':')|1|1|1619|201|33|0.0006172839506172839|0.0049504950495049506|0.029411764705882353|
('de', 'cambio', '.')|1|1|1619|11|11|0.0006172839506172839|0.08333333333333333|0.08333333333333333|
('experimentación', 'básica')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
nacidos|3|3|1617|1966|40|0.001851851851851852|0.0015236160487557136|0.024390243902439025|
('esterilidad', 'tubarica', None)|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('interleucina-6', 'intrafolicular')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'uropediatría', '.')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('la', 'nistatina', 'en')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('infertilidad', '(')|1|1|1619|7|7|0.0006172839506172839|0.125|0.125|
('ciclos', 'espontáneos', 'e')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('de', 'maternidad')|1|1|1619|65|17|0.0006172839506172839|0.015151515151515152|0.05555555555555555|
('alteraciones', 'morfológicas', 'del')|1|1|1619|5|5|0.0006172839506172839|0.16666666666666666|0.16666666666666666|
('un', 'pintor')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
segregacion|1|1|1619|2|2|0.0006172839506172839|0.3333333333333333|0.3333333333333333|
('il-6', 'y', 'tnf-alpha')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('reproductivas', '.', None)|2|2|1618|15|9|0.0012345679012345679|0.11764705882352941|0.1|
('en', 'esterilidad', '.')|1|1|1619|21|6|0.0006172839506172839|0.045454545454545456|0.14285714285714285|
(',', 'provincia')|1|1|1619|101|21|0.0006172839506172839|0.00980392156862745|0.045454545454545456|
('académicas', 'de', 'distintos')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('cusco', '.', None)|1|1|1619|3|3|0.0006172839506172839|0.25|0.25|
ninez|1|1|1619|7|2|0.0006172839506172839|0.125|0.3333333333333333|
('la', 'asistencia', 'primaria')|1|1|1619|68|17|0.0006172839506172839|0.014492753623188406|0.05555555555555555|
('el', 'deseo', 'de')|2|2|1618|8|6|0.0012345679012345679|0.2|0.14285714285714285|
('la', 'urología', 'de')|2|2|1618|2|2|0.0012345679012345679|0.5|0.3333333333333333|
('el', 'adenocarcinoma')|1|1|1619|231|21|0.0006172839506172839|0.004310344827586207|0.045454545454545456|
ético-jurídica|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('ley', 'de')|5|4|1616|87|20|0.0024691358024691358|0.04395604395604396|0.047619047619047616|
('espinosa', 'de')|2|2|1618|18|12|0.0012345679012345679|0.1|0.07692307692307693|
(None, 'patología', 'propia')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('...', 'comentarios')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('pediátrica', 'en')|1|1|1619|188|32|0.0006172839506172839|0.005291005291005291|0.030303030303030304|
('ha', 'habido', 'un')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('esfínter', ',')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
nefrectomía|1|1|1619|458|20|0.0006172839506172839|0.002178649237472767|0.047619047619047616|
(None, None, 'enfoque')|1|1|1619|247|36|0.0006172839506172839|0.004032258064516129|0.02702702702702703|
('capacitación', 'espermática', 'con')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'retrato', 'morfológico')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('seguridad', 'del')|1|1|1619|382|36|0.0006172839506172839|0.0026109660574412533|0.02702702702702703|
masa|2|2|1618|750|43|0.0012345679012345679|0.0026595744680851063|0.022727272727272728|
('espermatozoides', 'humanos')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('endourología', '?')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('waterhouse', ')', 'libres')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('intrauterina', 'versus')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, 'de', 'la')|3|3|1617|271|41|0.001851851851851852|0.010948905109489052|0.023809523809523808|
('en', 'bolivia')|1|1|1619|59|18|0.0006172839506172839|0.016666666666666666|0.05263157894736842|
(',', 'boletín', 'del')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('y', 'el', 'pacto')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('pobreza', "''")|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('la', 'coneja', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('e1', 'versus', 'papaverina')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('laboral', 'en')|1|1|1619|183|26|0.0006172839506172839|0.005434782608695652|0.037037037037037035|
('un', 'comentario', 'a')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('autoinmunitaria', 'tratadas')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('los', 'jovenes', 'tienen')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
barcelona-madrid|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('pérez', 'castro', '(')|2|2|1618|2|2|0.0012345679012345679|0.5|0.3333333333333333|
(None, 'la', 'academia')|1|1|1619|12|9|0.0006172839506172839|0.07692307692307693|0.1|
(None, 'la', 'urología')|12|12|1608|17|7|0.007407407407407408|0.41379310344827586|0.125|
('de', 'estimulación', 'ovárica')|3|3|1617|9|8|0.001851851851851852|0.25|0.1111111111111111|
otras|7|7|1613|1160|42|0.004320987654320987|0.005998286203941731|0.023255813953488372|
('(', '1934-1990')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
espontánea|3|3|1617|589|41|0.001851851851851852|0.005067567567567568|0.023809523809523808|
('nacidos', 'por')|2|2|1618|12|8|0.0012345679012345679|0.14285714285714285|0.1111111111111111|
('de', 'varones')|1|1|1619|49|16|0.0006172839506172839|0.02|0.058823529411764705|
(None, None, 'daño')|1|1|1619|159|33|0.0006172839506172839|0.00625|0.029411764705882353|
casal|1|1|1619|4|4|0.0006172839506172839|0.2|0.2|
('en', 'el', 'análisis')|1|1|1619|142|32|0.0006172839506172839|0.006993006993006993|0.030303030303030304|
('y', 'por')|1|1|1619|311|37|0.0006172839506172839|0.003205128205128205|0.02631578947368421|
('mexicanos', 'con')|1|1|1619|152|33|0.0006172839506172839|0.006535947712418301|0.029411764705882353|
('y', 'la', 'planificación')|1|1|1619|8|7|0.0006172839506172839|0.1111111111111111|0.125|
('a', 'agentes')|1|1|1619|13|10|0.0006172839506172839|0.07142857142857142|0.09090909090909091|
(None, 'centenario', 'del')|3|3|1617|8|6|0.001851851851851852|0.2727272727272727|0.14285714285714285|
('molina', 'garcia', '(')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('perspectiva', 'latinoamericana', '.')|1|1|1619|8|5|0.0006172839506172839|0.1111111111111111|0.16666666666666666|
('estadistica', 'nacional', 'en')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
anticonceptivos|48|48|1572|204|25|0.02962962962962963|0.19047619047619047|0.038461538461538464|
('fenomenológico', 'de')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
(',', 'la', 'salud')|1|1|1619|14|6|0.0006172839506172839|0.06666666666666667|0.14285714285714285|
('o', 'anticoncepción', '.')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('o', 'planeada')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('predictivo', 'del', 'patrón')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('be', 'prevented')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('sobre', 'sus')|1|1|1619|37|21|0.0006172839506172839|0.02631578947368421|0.045454545454545456|
('federal', '.', None)|1|1|1619|118|22|0.0006172839506172839|0.008403361344537815|0.043478260869565216|
('o', 'fivte')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('coniugal', 'en', 'el')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('sociedades', 'y', 'asociaciones')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('salud', 'reproductiva', 'y')|11|11|1609|39|12|0.006790123456790123|0.22|0.07692307692307693|
mortalidad|10|10|1610|6443|47|0.006172839506172839|0.001549666821633349|0.020833333333333332|
('procedentes', 'de', 'embriones')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('un', 'anticonceptivo', 'hormonal')|2|2|1618|1|2|0.0012345679012345679|0.6666666666666666|0.3333333333333333|
('amputación', 'abdominoperineal')|1|1|1619|13|8|0.0006172839506172839|0.07142857142857142|0.1111111111111111|
('métodos', 'anticonceptivos', 'por')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('su', 'asociación', ';')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('técnicas', 'de', 'fecundación')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, 'inseminación', 'intrauterina')|3|3|1617|5|5|0.001851851851851852|0.375|0.16666666666666666|
('urinaria', 'de')|3|3|1617|566|34|0.001851851851851852|0.005272407732864675|0.02857142857142857|
('neoliberal', '.', None)|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
1695-1776|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
principio|3|3|1617|57|25|0.001851851851851852|0.05|0.038461538461538464|
('la', 'estadística')|1|1|1619|81|21|0.0006172839506172839|0.012195121951219513|0.045454545454545456|
('urólogos', 'en', 'formación')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('adquisición', 'de', 'conocimientos')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('e', 'injerto')|1|1|1619|42|16|0.0006172839506172839|0.023255813953488372|0.058823529411764705|
('la', 'clonación', 'para')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('30', 'años')|1|1|1619|135|31|0.0006172839506172839|0.007352941176470588|0.03125|
inmigrantes|3|3|1617|442|27|0.001851851851851852|0.006741573033707865|0.03571428571428571|
('casos', 'de', 'circuncision')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('la', 'andrología', 'clínica')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
thraupidae|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('vesical', 'y', 'en')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('su', 'contribución', 'a')|1|1|1619|22|15|0.0006172839506172839|0.043478260869565216|0.0625|
('calidad', '.', None)|3|2|1618|140|31|0.0012345679012345679|0.014084507042253521|0.03125|
('datos', 'confiables')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('parte', 'ii')|6|6|1614|306|41|0.003703703703703704|0.019230769230769232|0.023809523809523808|
('de', 'adaptación')|1|1|1619|51|25|0.0006172839506172839|0.019230769230769232|0.038461538461538464|
('los', 'componentes', 'de')|1|1|1619|9|6|0.0006172839506172839|0.1|0.14285714285714285|
('administración', 'de', 'progesterona')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('urológico', 'en', 'el')|2|2|1618|7|7|0.0012345679012345679|0.2222222222222222|0.125|
corte|3|3|1617|138|31|0.001851851851851852|0.02127659574468085|0.03125|
(None, 'metodología', 'de')|2|2|1618|60|27|0.0012345679012345679|0.03225806451612903|0.03571428571428571|
('de', 'andrología', 'en')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('del', 'servicio', 'de')|6|6|1614|212|39|0.003703703703703704|0.027522935779816515|0.025|
reproductora|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('de', '2008', 'y')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('méxico', "''")|1|1|1619|14|11|0.0006172839506172839|0.06666666666666667|0.08333333333333333|
lengua|3|2|1618|162|30|0.0012345679012345679|0.012195121951219513|0.03225806451612903|
('la', 'paciente')|1|1|1619|230|31|0.0006172839506172839|0.004329004329004329|0.03125|
nexos|1|1|1619|11|11|0.0006172839506172839|0.08333333333333333|0.08333333333333333|
('de', 'su', 'trayectoria')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('terapéutica', '.')|2|2|1618|565|39|0.0012345679012345679|0.003527336860670194|0.025|
('el', 'embarazo', None)|1|1|1619|19|11|0.0006172839506172839|0.05|0.08333333333333333|
('encuesta', 'a', 'nivel')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
(None, 'actas', 'urológicas')|3|3|1617|3|2|0.001851851851851852|0.5|0.3333333333333333|
('gijón', '(')|1|1|1619|15|11|0.0006172839506172839|0.0625|0.08333333333333333|
('anticonceptivo', 'y', 'conocimiento')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('del', 'diseño', 'de')|1|1|1619|9|4|0.0006172839506172839|0.1|0.2|
('siguiente', '.')|1|1|1619|7|7|0.0006172839506172839|0.125|0.125|
aguda|2|2|1618|6525|48|0.0012345679012345679|0.00030641948827945457|0.02040816326530612|
('la', 'norethindrona', 'en')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('planificados', 'en')|1|1|1619|8|7|0.0006172839506172839|0.1111111111111111|0.125|
('como', 'determinante')|1|1|1619|36|15|0.0006172839506172839|0.02702702702702703|0.0625|
('espermático', '.', None)|1|1|1619|27|9|0.0006172839506172839|0.03571428571428571|0.1|
('picadura', 'de')|1|1|1619|63|16|0.0006172839506172839|0.015625|0.058823529411764705|
('medios', 'de', 'cultivo')|1|1|1619|29|17|0.0006172839506172839|0.03333333333333333|0.05555555555555555|
('--', '1930', ')')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('frecuencia', 'de')|4|4|1616|1464|43|0.0024691358024691358|0.0027247956403269754|0.022727272727272728|
