Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
(None, 'obliteración', 'mastoidea')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
historia|3|3|290|1713|49|0.010238907849829351|0.0017482517482517483|0.02|
('mama', 'y', 'ganglio')|1|1|292|7|8|0.0034129692832764505|0.125|0.1111111111111111|
('diagnóstico', 'en', 'pacientes')|1|1|292|12|11|0.0034129692832764505|0.07692307692307693|0.08333333333333333|
('y', 'recto')|3|3|290|324|18|0.010238907849829351|0.009174311926605505|0.05263157894736842|
('y', 'continuidad', '.')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('riesgo', 'relacionados', '.')|1|1|292|9|8|0.0034129692832764505|0.1|0.1111111111111111|
('cáncer', 'gástrico')|1|1|292|1403|29|0.0034129692832764505|0.0007122507122507123|0.03333333333333333|
('proctológica', 'en')|1|1|292|7|8|0.0034129692832764505|0.125|0.1111111111111111|
('tratamiento', 'con', 'dilatación')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
(None, 'cirugía', 'española')|2|2|291|2|2|0.006825938566552901|0.5|0.3333333333333333|
proteína|1|1|292|755|39|0.0034129692832764505|0.0013227513227513227|0.025|
('secundaria', 'a')|1|1|292|621|43|0.0034129692832764505|0.001607717041800643|0.022727272727272728|
(None, 'viii', '.')|1|1|292|24|18|0.0034129692832764505|0.04|0.05263157894736842|
('la', 'prótesis')|1|1|292|116|23|0.0034129692832764505|0.008547008547008548|0.041666666666666664|
('colorrectal', '.', None)|32|32|261|916|26|0.10921501706484642|0.03375527426160337|0.037037037037037035|
('30', 'pacientes')|1|1|292|69|22|0.0034129692832764505|0.014285714285714285|0.043478260869565216|
('más', 'de', '3')|4|2|291|17|11|0.006825938566552901|0.10526315789473684|0.08333333333333333|
('clínica', 'de')|2|2|291|2099|47|0.006825938566552901|0.0009519276534983341|0.020833333333333332|
prevenir|1|1|292|374|40|0.0034129692832764505|0.0026666666666666666|0.024390243902439025|
('seguimiento', 'en')|1|1|292|167|34|0.0034129692832764505|0.005952380952380952|0.02857142857142857|
('implementación', 'clínica', 'de')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('verticales', ':')|1|1|292|8|9|0.0034129692832764505|0.1111111111111111|0.1|
anterior|1|1|292|962|42|0.0034129692832764505|0.0010384215991692627|0.023255813953488372|
('y', 'cuello', ':')|1|1|292|64|17|0.0034129692832764505|0.015384615384615385|0.05555555555555555|
('sobre', 'problemas')|1|1|292|24|13|0.0034129692832764505|0.04|0.07142857142857142|
('la', 'colectomía')|1|1|292|16|7|0.0034129692832764505|0.058823529411764705|0.125|
('las', 'lesiones', 'proctológicas')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('factibilidad', 'y', 'seguridad')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('retos', ',', 'evidencia')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('propuesta', 'de', 'una')|1|1|292|67|28|0.0034129692832764505|0.014705882352941176|0.034482758620689655|
('nuevas', 'tecnologías', 'en')|1|1|292|32|21|0.0034129692832764505|0.030303030303030304|0.045454545454545456|
('hospitalaria', 'prolongada')|1|1|292|25|13|0.0034129692832764505|0.038461538461538464|0.07142857142857142|
('intestinal', 'post-hartmann')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('de', 'vida', 'en')|1|1|292|1001|46|0.0034129692832764505|0.000998003992015968|0.02127659574468085|
('calidad', 'de')|3|3|290|3413|50|0.010238907849829351|0.0008782201405152225|0.0196078431372549|
('la', 'ecografía', 'endoanal')|1|1|292|5|4|0.0034129692832764505|0.16666666666666666|0.2|
('diltiazem', 'tópico', 'puede')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('crónica', 'y')|1|1|292|459|40|0.0034129692832764505|0.002173913043478261|0.024390243902439025|
('anestesia', 'pediátrica')|1|1|292|65|12|0.0034129692832764505|0.015151515151515152|0.07692307692307693|
('nota', 'editorial')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('y', 'validación')|1|1|292|503|39|0.0034129692832764505|0.001984126984126984|0.025|
colón|1|1|292|22|12|0.0034129692832764505|0.043478260869565216|0.07692307692307693|
('metaanálisis', 'y', 'análisis')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('cianoacrilato', '.', None)|1|1|292|10|9|0.0034129692832764505|0.09090909090909091|0.1|
('1995', '.', None)|1|1|292|131|34|0.0034129692832764505|0.007575757575757576|0.02857142857142857|
('seguida', 'de')|1|1|292|38|19|0.0034129692832764505|0.02564102564102564|0.05|
('una', 'herencia', 'básica')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('(', 'nnis')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('período', '2005-2008', '.')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('de', 'procedimientos', 'colorrectales')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(None, None, 'neoplasia')|2|2|291|201|27|0.006825938566552901|0.009852216748768473|0.03571428571428571|
('estado', 'actual', 'del')|1|1|292|414|42|0.0034129692832764505|0.0024096385542168677|0.023255813953488372|
(None, 'análisis', 'del')|1|1|292|528|41|0.0034129692832764505|0.001890359168241966|0.023809523809523808|
(':', 'análisis')|1|1|292|2096|47|0.0034129692832764505|0.0004768717215069146|0.020833333333333332|
departamento|1|1|292|443|39|0.0034129692832764505|0.0022522522522522522|0.025|
('de', 'discapacidad', ':')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('de', 'factibilidad')|1|1|292|22|15|0.0034129692832764505|0.043478260869565216|0.0625|
('curso', 'intensivo')|1|1|292|4|4|0.0034129692832764505|0.2|0.2|
('dedicación', 'en', 'coloproctología')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('único', 'con', 'técnica')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
(None, 'revisión')|4|4|289|3527|50|0.013651877133105802|0.0011328235627301047|0.0196078431372549|
('colombia', ',')|1|1|292|366|34|0.0034129692832764505|0.0027247956403269754|0.02857142857142857|
('satisfacción', 'de')|1|1|292|276|37|0.0034129692832764505|0.0036101083032490976|0.02631578947368421|
(None, None, 'primeras')|1|1|292|56|27|0.0034129692832764505|0.017543859649122806|0.03571428571428571|
('de', 'viaje', '.')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('pronósticos', 'de', 'mortalidad')|2|2|291|64|15|0.006825938566552901|0.030303030303030304|0.0625|
('estudio', 'observacional')|1|1|292|241|38|0.0034129692832764505|0.004132231404958678|0.02564102564102564|
computarizado|1|1|292|39|19|0.0034129692832764505|0.025|0.05|
('el', 'instituto')|1|1|292|986|45|0.0034129692832764505|0.0010131712259371835|0.021739130434782608|
('complejo', 'conjunctivo', ',')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('hepática', '.')|1|1|292|658|37|0.0034129692832764505|0.0015174506828528073|0.02631578947368421|
('a', 'cirugías', 'de')|1|1|292|7|6|0.0034129692832764505|0.125|0.14285714285714285|
('lo', 'mejor')|1|1|292|37|20|0.0034129692832764505|0.02631578947368421|0.047619047619047616|
('urgente', '.', None)|2|2|291|52|23|0.006825938566552901|0.037037037037037035|0.041666666666666664|
('de', 'los', 'servicios')|1|1|292|366|41|0.0034129692832764505|0.0027247956403269754|0.023809523809523808|
('y', 'análisis')|1|1|292|513|40|0.0034129692832764505|0.0019455252918287938|0.024390243902439025|
('guadalupe', 'y', 'la')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('locorregional', 'del')|2|2|291|25|14|0.006825938566552901|0.07407407407407407|0.06666666666666667|
('de', 'la', 'preparación')|2|2|291|32|12|0.006825938566552901|0.058823529411764705|0.07692307692307693|
('diagnóstico', 'del')|1|1|292|1339|40|0.0034129692832764505|0.0007462686567164179|0.024390243902439025|
('la', 'ideal')|1|1|292|5|5|0.0034129692832764505|0.16666666666666666|0.16666666666666666|
('el', 'equipo', 'ortodoncico-quirurgico')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
que|2|2|291|5781|51|0.006825938566552901|0.0003458412588621823|0.019230769230769232|
pólipos|1|1|292|433|21|0.0034129692832764505|0.002304147465437788|0.045454545454545456|
('unidades', 'acreditadas')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
reticular|2|2|291|13|13|0.006825938566552901|0.13333333333333333|0.07142857142857142|
('de', 'carcinoma')|1|1|292|422|27|0.0034129692832764505|0.002364066193853428|0.03571428571428571|
(None, 'análisis', 'y')|1|1|292|98|32|0.0034129692832764505|0.010101010101010102|0.030303030303030304|
('estudio', 'prospectivo', 'aleatorizado')|1|1|292|52|20|0.0034129692832764505|0.018867924528301886|0.047619047619047616|
('superior', 'en')|1|1|292|148|33|0.0034129692832764505|0.006711409395973154|0.029411764705882353|
('intestinal', '.')|1|1|292|788|38|0.0034129692832764505|0.0012674271229404308|0.02564102564102564|
(None, 'padre', 'de')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('objetivos', 'en')|1|1|292|30|19|0.0034129692832764505|0.03225806451612903|0.05|
('indicador', 'de', 'calidad')|1|1|292|50|20|0.0034129692832764505|0.0196078431372549|0.047619047619047616|
(';', 'a', ')')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('la', 'lista', 'de')|1|1|292|33|15|0.0034129692832764505|0.029411764705882353|0.0625|
('anastomosis', 'manual', 'versus')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('tercer', 'nivel', '.')|2|2|291|518|41|0.006825938566552901|0.0038461538461538464|0.023809523809523808|
('asociación', 'española')|4|3|290|277|31|0.010238907849829351|0.010714285714285714|0.03125|
(',', 'limpieza', 'del')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('entre', 'cirugía', 'laparoscópica')|1|1|292|7|8|0.0034129692832764505|0.125|0.1111111111111111|
consolidando|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('de', 'origen', 'traumático')|1|1|292|37|16|0.0034129692832764505|0.02631578947368421|0.058823529411764705|
('hendido', '.', None)|1|1|292|9|7|0.0034129692832764505|0.1|0.125|
('mecánica', 'de')|1|1|292|41|20|0.0034129692832764505|0.023809523809523808|0.047619047619047616|
abordaje|4|4|289|1438|47|0.013651877133105802|0.0027739251040221915|0.020833333333333332|
(None, 'lo')|1|1|292|101|33|0.0034129692832764505|0.00980392156862745|0.029411764705882353|
('en', 'diferentes', 'etapas')|1|1|292|26|11|0.0034129692832764505|0.037037037037037035|0.08333333333333333|
('la', 'cirugía', 'ótica')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('estudio', 'de')|5|5|288|12535|51|0.017064846416382253|0.00039872408293460925|0.019230769230769232|
('personal', 'de')|1|1|292|402|43|0.0034129692832764505|0.0024813895781637717|0.022727272727272728|
('de', 'ileostomía', 'en')|2|2|291|5|4|0.006825938566552901|0.2857142857142857|0.2|
plazo|5|5|288|3045|46|0.017064846416382253|0.001639344262295082|0.02127659574468085|
('del', 'sitio')|1|1|292|67|22|0.0034129692832764505|0.014705882352941176|0.043478260869565216|
('seguridad', 'clínica', 'en')|1|1|292|10|7|0.0034129692832764505|0.09090909090909091|0.125|
(None, 'el', 'monasterio')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
protein|1|1|292|11|9|0.0034129692832764505|0.08333333333333333|0.1|
(',', 'generalidades')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('sistemática', '.')|1|1|292|489|44|0.0034129692832764505|0.0020408163265306124|0.022222222222222223|
('collarín', 'cervical', ':')|1|1|292|7|7|0.0034129692832764505|0.125|0.125|
('más', 'beneficiadas', '.')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('actual', '.')|1|1|292|828|46|0.0034129692832764505|0.0012062726176115801|0.02127659574468085|
vascular|1|1|292|2340|44|0.0034129692832764505|0.00042716787697565144|0.022222222222222223|
('los', 'pacientes')|2|2|291|4798|48|0.006825938566552901|0.0004166666666666667|0.02040816326530612|
('la', 'fístula', 'anastomótica')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('intestinal', 'por')|1|1|292|90|21|0.0034129692832764505|0.01098901098901099|0.045454545454545456|
('preparar', 'el')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('ginecología', 'obstetricia', '.')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('laparoscópica', 'por')|1|1|292|66|14|0.0034129692832764505|0.014925373134328358|0.06666666666666667|
('oftalmología', 'en')|1|1|292|69|9|0.0034129692832764505|0.014285714285714285|0.1|
('colorrectal', ':', 'justificación')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('y', 'la', 'constitución')|1|1|292|6|6|0.0034129692832764505|0.14285714285714285|0.14285714285714285|
('cirugía', '.', None)|3|3|290|427|38|0.010238907849829351|0.0069767441860465115|0.02564102564102564|
('menores', 'de', '3')|2|2|291|85|23|0.006825938566552901|0.022988505747126436|0.041666666666666664|
(None, None, 'bloqueos')|1|1|292|59|18|0.0034129692832764505|0.016666666666666666|0.05263157894736842|
('leakage', 'in', 'colorectal')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('recurrencia/persistencia', 'en')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
clínicas|2|2|291|4464|48|0.006825938566552901|0.0004478280340349306|0.02040816326530612|
('en', 'medicina')|1|1|292|936|49|0.0034129692832764505|0.0010672358591248667|0.02|
('formación', 'de')|3|3|290|287|41|0.010238907849829351|0.010344827586206896|0.023809523809523808|
ileostomía|2|2|291|31|9|0.006825938566552901|0.06060606060606061|0.1|
(';', 'a')|1|1|292|152|33|0.0034129692832764505|0.006535947712418301|0.029411764705882353|
realidad|1|1|292|612|44|0.0034129692832764505|0.0016313213703099511|0.022222222222222223|
('enfermedad', 'de')|5|5|288|7544|50|0.017064846416382253|0.0006623393826996954|0.0196078431372549|
(None, None, 'cáncer')|1|1|292|2856|37|0.0034129692832764505|0.00035001750087504374|0.02631578947368421|
('benignas', 'en', 'la')|1|1|292|7|8|0.0034129692832764505|0.125|0.1111111111111111|
('endorrectal', ':')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('cirugía', 'del', 'cáncer')|2|2|291|235|26|0.006825938566552901|0.008438818565400843|0.037037037037037035|
('o', 'prolongación')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(None, 'la', 'obesidad')|1|1|292|60|17|0.0034129692832764505|0.01639344262295082|0.05555555555555555|
('cabeza', 'y')|2|2|291|514|28|0.006825938566552901|0.003875968992248062|0.034482758620689655|
('interés', 'para', 'el')|1|1|292|51|27|0.0034129692832764505|0.019230769230769232|0.03571428571428571|
(None, 'implantación')|2|2|291|244|36|0.006825938566552901|0.008130081300813009|0.02702702702702703|
nacional|2|2|291|4007|49|0.006825938566552901|0.0004988775255674732|0.02|
pediatrico|1|1|292|17|10|0.0034129692832764505|0.05555555555555555|0.09090909090909091|
('estudio', 'prospectivo', ',')|1|1|292|123|29|0.0034129692832764505|0.008064516129032258|0.03333333333333333|
ha|1|1|292|281|41|0.0034129692832764505|0.0035460992907801418|0.023809523809523808|
(None, None, 'su')|1|1|292|1158|48|0.0034129692832764505|0.0008628127696289905|0.02040816326530612|
activa|1|1|292|522|40|0.0034129692832764505|0.0019120458891013384|0.024390243902439025|
('horas', '.')|2|2|291|61|22|0.006825938566552901|0.031746031746031744|0.043478260869565216|
('nuevas', 'técnicas')|1|1|292|116|35|0.0034129692832764505|0.008547008547008548|0.027777777777777776|
('sección', 'de')|1|1|292|327|33|0.0034129692832764505|0.003048780487804878|0.029411764705882353|
('colorrectal', ':')|6|6|287|196|19|0.020477815699658702|0.0297029702970297|0.05|
('hospital', 'central', 'militar')|1|1|292|66|19|0.0034129692832764505|0.014925373134328358|0.05|
anestésicos|2|2|291|159|28|0.006825938566552901|0.012422360248447204|0.034482758620689655|
('fecal', 'mediante')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(None, 'colostomía', 'laparoscópica')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('anastomótica', 'en', 'cirugía')|2|2|291|7|6|0.006825938566552901|0.2222222222222222|0.14285714285714285|
ginecológica|1|1|292|390|27|0.0034129692832764505|0.0025575447570332483|0.03571428571428571|
('la', 'actitud')|1|1|292|103|28|0.0034129692832764505|0.009615384615384616|0.034482758620689655|
iii|2|2|291|1291|47|0.006825938566552901|0.0015467904098994587|0.020833333333333332|
('como', 'especialidad', 'en')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
investigación|2|2|291|2807|48|0.006825938566552901|0.000711997152011392|0.02040816326530612|
('del', 'metronidazol')|1|1|292|10|6|0.0034129692832764505|0.09090909090909091|0.14285714285714285|
('la', 'mortalidad', 'de')|1|1|292|151|27|0.0034129692832764505|0.006578947368421052|0.03571428571428571|
('de', 'crohn', 'mediante')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(':', 'algoritmo', 'de')|1|1|292|9|8|0.0034129692832764505|0.1|0.1111111111111111|
('sobre', 'las', 'estenosis')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('de', 'actuación')|1|1|292|249|41|0.0034129692832764505|0.004|0.023809523809523808|
('plazo', '.', None)|2|2|291|1023|41|0.006825938566552901|0.001951219512195122|0.023809523809523808|
('cluster', 'en')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('al', 'cirujano')|1|1|292|5|5|0.0034129692832764505|0.16666666666666666|0.16666666666666666|
('enfermedades', 'del', 'complejo')|7|7|286|10|5|0.023890784982935155|0.4117647058823529|0.16666666666666666|
('rehabilitación', 'multimodal')|10|10|283|51|10|0.034129692832764506|0.16393442622950818|0.09090909090909091|
('sistemática', '.', None)|1|1|292|489|44|0.0034129692832764505|0.0020408163265306124|0.022222222222222223|
('neonatal', '.')|1|1|292|1008|38|0.0034129692832764505|0.0009910802775024777|0.02564102564102564|
('rectal', 'en')|1|1|292|48|17|0.0034129692832764505|0.02040816326530612|0.05555555555555555|
(None, 'programas')|1|1|292|193|27|0.0034129692832764505|0.005154639175257732|0.03571428571428571|
('pediátricos', 'en', 'los')|1|1|292|6|3|0.0034129692832764505|0.14285714285714285|0.25|
orgánica|1|1|292|130|28|0.0034129692832764505|0.007633587786259542|0.034482758620689655|
('recto', 'tras', 'amputación')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('centinela', 'negativo', '.')|1|1|292|7|8|0.0034129692832764505|0.125|0.1111111111111111|
('impacto', 'de')|4|4|289|1722|47|0.013651877133105802|0.002317497103128621|0.020833333333333332|
('lift', 'para', 'la')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('la', 'implementación')|2|2|291|155|36|0.006825938566552901|0.012738853503184714|0.02702702702702703|
('tras', 'la', 'realización')|1|1|292|33|16|0.0034129692832764505|0.029411764705882353|0.058823529411764705|
('niño', 'y')|1|1|292|137|28|0.0034129692832764505|0.007246376811594203|0.034482758620689655|
